"","tf","es","lens","pvals","z","qvals"
"ATM","ATM",0.634823968784798,25,0.007,2.20728782865124,0.0375344827586207
"FOSL1","FOSL1",0.76640143799746,9,0.0073,1.40874327298019,0.0384796610169492
"HEY1","HEY1",0.770323797040382,9,0.0076,1.42990772475715,0.0392573770491803
"FOXA2","FOXA2",0.662969011393749,19,0.0077,2.01152007353841,0.0392573770491803
"CEBPD","CEBPD",0.599202887371491,35,0.0081,2.31384194271112,0.0404793650793651
"ARNTL","ARNTL",0.714892492988466,13,0.0082,1.68015664134364,0.0404793650793651
"NFATC4","NFATC4",0.673178310530512,18,0.0089,1.96600089020421,0.0432484375
"FOXM1","FOXM1",0.669802241683671,18,0.0096,1.98327383331112,0.0459323076923077
"PIAS3","PIAS3",0.698460774580211,14,0.0099,1.70402559009144,0.0464179104477612
"HNF1A","HNF1A",0.637379197580329,24,0.01,2.1079190539852,0.0464179104477612
"NKX3-1","NKX3-1",0.710523343895894,13,0.0106,1.6589539876656,0.0475385714285714
"POU5F1","POU5F1",0.629070130859872,25,0.0107,2.11294218010192,0.0475385714285714
"SMARCA4","SMARCA4",0.757681279197192,9,0.0107,1.38865251461578,0.0475385714285714
"RUNX2","RUNX2",0.65032348748543,20,0.0114,1.88335876791733,0.0495918918918919
"LEF1","LEF1",0.539751762491116,62,0.0116,2.21494985569357,0.0495918918918919
"HDAC3","HDAC3",0.620112304923887,26,0.0118,2.04054655712117,0.0495918918918919
"SNAI2","SNAI2",0.645749896950846,21,0.0118,1.97742721229789,0.0495918918918919
"NFAT5","NFAT5",0.670310501001205,17,0.0122,1.79974842267545,0.0505893333333333
"AHR","AHR",0.636170686587613,22,0.0132,1.99016242474596,0.0533142857142857
"ELK1","ELK1",0.553169542340977,51,0.0132,2.15672999490598,0.0533142857142857
"LMO2","LMO2",0.739498332665292,10,0.0135,1.41569873884489,0.0538269230769231
"MYB","MYB",0.468411016860321,191,0.0139,2.17192236748767,0.05403625
"TCF7L2","TCF7L2",0.605727797777741,30,0.0139,2.09991483305863,0.05403625
"ABL1","ABL1",0.562108487290878,44,0.0144,2.11402576276527,0.0552888888888889
"DNMT1","DNMT1",0.597876226466916,31,0.0148,2.09312562026939,0.0561317073170732
"HDAC2","HDAC2",0.590890257969338,32,0.0166,2.03980057194769,0.0622
"JUNB","JUNB",0.677515278874676,15,0.0175,1.6918903577478,0.0647916666666667
"CREB1","CREB1",0.457748873354837,229,0.0178,2.07937128633433,0.0651270588235294
"NFYC","NFYC",0.665362126112093,15,0.0188,1.59597050307419,0.0679860465116279
"ETS1","ETS1",0.46082098109231,212,0.0196,2.05933501354024,0.070064367816092
"EPAS1","EPAS1",0.576807585768254,35,0.0199,1.98154010165598,0.0703284090909091
"WWP1","WWP1",0.647987885784154,18,0.0203,1.7343861879056,0.0708388888888889
"SMAD1","SMAD1",0.563816594639857,41,0.0205,2.01532254836514,0.0708388888888889
"IRF8","IRF8",0.687434829125414,12,0.0222,1.40018653759749,0.0758703296703297
"RUNX1","RUNX1",0.552552388289958,43,0.0227,1.94633842954931,0.0767358695652174
"CLOCK","CLOCK",0.62723029427689,20,0.0234,1.7237394503654,0.0782516129032258
"GATA3","GATA3",0.559434193959568,40,0.0237,1.94791329965507,0.0784117021276596
"PIAS1","PIAS1",0.643440316350514,17,0.0245,1.58087768112882,0.0802052631578947
"CRY1","CRY1",0.708734726508167,10,0.0267,1.25702206767531,0.086496875
"EWSR1","EWSR1",0.710827810653037,10,0.0275,1.25736343607102,0.0872704081632653
"TCF7","TCF7",0.618149813701595,21,0.0275,1.73101568853445,0.0872704081632653
"ZNF148","ZNF148",0.735332616067815,8,0.0281,1.15838557656603,0.088013
"CEBPE","CEBPE",0.690964941485961,11,0.0283,1.29853143559065,0.088013
"PROX1","PROX1",0.705888502716917,10,0.0296,1.23895029155036,0.0911445544554455
"BCL6","BCL6",0.577999610773068,29,0.0307,1.76380963586044,0.0936049019607843
"PER3","PER3",0.658824808231321,14,0.0326,1.45217399532358,0.0980390476190476
"PAX5","PAX5",0.603026799397713,22,0.0329,1.62885358777953,0.0980390476190476
"KLF8","KLF8",0.734060838554288,8,0.0331,1.13412392712107,0.0980390476190476
"VHL","VHL",0.610923512069484,21,0.0346,1.67149823445152,0.101515094339623
"APC","APC",0.600380240630566,23,0.035,1.64995637745589,0.101728971962617
"PTTG1","PTTG1",0.572671933212132,30,0.036,1.71185171127173,0.103666666666667
"CREBBP","CREBBP",0.517147623952115,62,0.0374,1.78291066427483,0.105908108108108
"PGR","PGR",0.511990682269448,63,0.0377,1.73708449718243,0.105908108108108
"TCF7L1","TCF7L1",0.611058287571236,20,0.0378,1.57490722568906,0.105908108108108
"EP300","EP300",0.487223558018778,97,0.0382,1.76760335885941,0.106073214285714
"PARP1","PARP1",0.575406847487123,28,0.0391,1.66880118104153,0.107611504424779
"GLI2","GLI2",0.512588787547731,63,0.0396,1.73057716892612,0.10790347826087
"HOXA1","HOXA1",0.677180295995179,11,0.0399,1.20893391086598,0.10790347826087
"NFATC3","NFATC3",0.626742290114669,17,0.0409,1.44175461107077,0.108982905982906
"STAT5A","STAT5A",0.514473281845625,60,0.041,1.72878097844889,0.108982905982906
"NFYB","NFYB",0.628671550993797,16,0.0429,1.38162034430704,0.112378151260504
"MTA1","MTA1",0.587641409706343,24,0.043,1.61920621440435,0.112378151260504
"PAX3","PAX3",0.715077667392027,8,0.0442,1.05865508906891,0.113438524590164
"IKBKG","IKBKG",0.551096451725741,36,0.0445,1.67311165241148,0.113438524590164
"SOX10","SOX10",0.672573702631079,11,0.0445,1.18754405340496,0.113438524590164
"XBP1","XBP1",0.607211256712377,19,0.0467,1.46221769089306,0.118078861788618
"NFE2L2","NFE2L2",0.597513745679336,21,0.0484,1.51117653214509,0.120668
"PPARA","PPARA",0.476710199727813,107,0.0485,1.64561790628482,0.120668
"MCM5","MCM5",0.680309944905332,10,0.0502,1.12936943971613,0.123906349206349
"FOXO3","FOXO3",0.595883488673196,20,0.051,1.4667421306355,0.124889763779528
"HSF1","HSF1",0.563609167130845,29,0.054,1.54681262393913,0.131203125
"EZH2","EZH2",0.532736641425145,40,0.0598,1.5448547615975,0.14220534351145
"POU3F2","POU3F2",0.617927811807508,16,0.0599,1.26659288343372,0.14220534351145
"SREBF1","SREBF1",0.544178885248554,34,0.0599,1.51289063123051,0.14220534351145
"NFIC","NFIC",0.46888718158099,114,0.0604,1.55318123747632,0.142306060606061
"YBX1","YBX1",0.550706649738256,31,0.0614,1.5089735025482,0.143241605839416
"ETS2","ETS2",0.490958717011714,75,0.0624,1.53144523979384,0.143241605839416
"ING4","ING4",0.618572805694854,15,0.0626,1.22726467529597,0.143241605839416
"E2F3","E2F3",0.567995432636631,26,0.063,1.463907801,0.143241605839416
"IKBKB","IKBKB",0.532789615603106,39,0.0631,1.50614839158906,0.143241605839416
"STAT2","STAT2",0.520944319248882,45,0.0685,1.46586976319953,0.154373188405797
"CREB5","CREB5",0.584957956078573,20,0.0697,1.29414536586123,0.1555
"ATF2","ATF2",0.509408273703907,51,0.07,1.45004986503308,0.1555
"TCF3","TCF3",0.635156700105136,12,0.0723,1.04882668944985,0.159470212765957
"MCM3","MCM3",0.668870604182994,9,0.0746,0.973643913355109,0.162241958041958
"MCM7","MCM7",0.668870604182994,9,0.0746,0.973643913355109,0.162241958041958
"ELF3","ELF3",0.684502104992668,8,0.078,0.946245267092981,0.168458333333333
"TP73","TP73",0.588196389127963,18,0.0804,1.21823960339092,0.172444137931034
"FOXF2","FOXF2",0.682290752178277,8,0.0826,0.917209597606204,0.175883108108108
"NR1I2","NR1I2",0.553899758457958,26,0.0837,1.31411113299988,0.175883108108108
"POU2F1","POU2F1",0.458683803256242,122,0.0837,1.38519515707317,0.175883108108108
"HDAC9","HDAC9",0.568863965866529,22,0.0849,1.24090211968665,0.177207382550336
"GLI1","GLI1",0.48468610486924,71,0.0863,1.35512090768022,0.178361589403973
"MCM6","MCM6",0.649523714628329,10,0.0866,0.96852639260996,0.178361589403973
"ZNF382","ZNF382",0.647644351765925,10,0.0876,0.960181386516645,0.179234210526316
"CEBPB","CEBPB",0.466069142626677,99,0.0895,1.32846746115792,0.181924836601307
"TP63","TP63",0.573010738330312,20,0.0904,1.21450386725931,0.182561038961039
"NR3C1","NR3C1",0.523107798717227,37,0.093,1.31563173255743,0.1866
"NR0B2","NR0B2",0.632892076625802,11,0.0938,0.961555325349151,0.186996178343949
"PER1","PER1",0.588285659993845,17,0.0944,1.19932731280828,0.186996178343949
"PIAS4","PIAS4",0.613504888144226,13,0.0953,1.0262567261396,0.187577987421384
"FOXO1","FOXO1",0.524079924207313,35,0.0959,1.30290811806696,0.187577987421384
"KLF5","KLF5",0.566169533947239,20,0.1062,1.13520957622906,0.20642625
"HIC1","HIC1",0.638236947038991,10,0.1071,0.898136211198474,0.206565432098765
"HNF4A","HNF4A",0.504480817741873,45,0.1076,1.22479937469023,0.206565432098765
"SOX4","SOX4",0.655379400355175,8,0.1143,0.830163215413683,0.218079268292683
"MYCN","MYCN",0.497986784835069,47,0.115,1.19242894833228,0.218079268292683
"NFIL3","NFIL3",0.625701946958068,10,0.1158,0.845532140339537,0.218265454545455
"REST","REST",0.518014671798175,35,0.1174,1.19004676988963,0.219948192771084
"FLI1","FLI1",0.495667540674304,49,0.1188,1.17741252336352,0.221238323353293
"NFATC2","NFATC2",0.530294690610455,29,0.1207,1.15215328487474,0.222484615384615
"HTT","HTT",0.595277894713667,14,0.1209,0.949815008023471,0.222484615384615
"CDX2","CDX2",0.517727798737674,31,0.1348,1.10562734978491,0.243227167630058
"NFKB2","NFKB2",0.520397403959147,30,0.1349,1.08242996027714,0.243227167630058
"SOS1","SOS1",0.604687427777712,11,0.1353,0.815256955075004,0.243227167630058
"SOS2","SOS2",0.604687427777712,11,0.1353,0.815256955075004,0.243227167630058
"RBPJL","RBPJL",0.550783337642338,21,0.1375,1.04765822281025,0.245761494252874
"HDAC4","HDAC4",0.536105249904867,24,0.1398,1.04626552657001,0.248444571428571
"TBP","TBP",0.56994284332522,16,0.1419,0.930395488292526,0.25074375
"ELK4","ELK4",0.613785477405002,10,0.1474,0.785905048994689,0.258990960451977
"KLF2","KLF2",0.601346468021923,11,0.1493,0.797702271346948,0.260855617977528
"USF2","USF2",0.456404625213497,92,0.1505,1.04169797114202,0.261483240223464
"CTCF","CTCF",0.517554208338751,29,0.1537,1.01555695649279,0.265559444444444
"SMAD6","SMAD6",0.610062225307545,10,0.1568,0.767783932734302,0.268792857142857
"BTF3","BTF3",0.62037246171774,9,0.1573,0.739349151915292,0.268792857142857
"MAX","MAX",0.550820821887794,18,0.1597,0.904289565421777,0.269927717391304
"NCOA3","NCOA3",0.618810443703531,9,0.1597,0.731091389102461,0.269927717391304
"MEF2C","MEF2C",0.582487937565724,12,0.1641,0.765150286689087,0.275865405405405
"CEBPA","CEBPA",0.432513601129228,174,0.1662,0.971610095785645,0.276260638297872
"HIPK2","HIPK2",0.604203953238325,10,0.1666,0.735540893875161,0.276260638297872
"PITX1","PITX1",0.578712803799773,13,0.167,0.788858193381034,0.276260638297872
"MCM4","MCM4",0.604510287929721,10,0.168,0.742084739071172,0.276444444444444
"RFX5","RFX5",0.566261900590471,15,0.1696,0.817805242828536,0.277608421052632
"ESRRA","ESRRA",0.613221199085253,9,0.1737,0.708058981976544,0.282830890052356
"IRF1","IRF1",0.474689527548109,54,0.1762,0.921608057684086,0.285378756476684
"PAX2","PAX2",0.609670838526904,9,0.1771,0.703998313469668,0.285378756476684
"CIITA","CIITA",0.496774933680498,36,0.1804,0.914525078041179,0.28919793814433
"FOXD3","FOXD3",0.620255088988239,8,0.1834,0.676668853521115,0.292499487179487
"SF1","SF1",0.594843758342053,10,0.1856,0.699446267825229,0.292779797979798
"IRF3","IRF3",0.516171540811083,26,0.1862,0.870684605431225,0.292779797979798
"ATF3","ATF3",0.536627126467315,20,0.1864,0.83646645101209,0.292779797979798
"MEN1","MEN1",0.586439440284031,11,0.1883,0.707287953918827,0.294277889447236
"RARA","RARA",0.439875632291236,115,0.1914,0.876098307294618,0.297627
"BCL3","BCL3",0.593342591176172,10,0.1949,0.673578985920538,0.301561691542289
"EGR2","EGR2",0.543008301678447,17,0.1979,0.770271105751428,0.304259113300493
"RARB","RARB",0.469024455885524,53,0.1986,0.844723630239585,0.304259113300493
"RBL1","RBL1",0.54121274640708,17,0.2038,0.756645165538675,0.30694347826087
"MEF2A","MEF2A",0.576245055978494,11,0.2042,0.663449813946038,0.30694347826087
"RXRB","RXRB",0.467742704683244,55,0.2043,0.82907541185802,0.30694347826087
"RXRG","RXRG",0.467742704683244,55,0.2043,0.82907541185802,0.30694347826087
"NF1","NF1",0.555030207032187,14,0.2059,0.694263944174667,0.307860096153846
"SMAD2","SMAD2",0.490811789650376,35,0.2093,0.809304202691848,0.311446411483254
"FOXA1","FOXA1",0.519458479152717,21,0.2219,0.755042170186346,0.328623333333333
"E2F6","E2F6",0.587221040564817,9,0.2239,0.601343040950925,0.330013744075829
"HMGA1","HMGA1",0.536504548531335,17,0.2262,0.711666411485734,0.330817209302326
"RBMX","RBMX",0.598211800001094,8,0.2273,0.591434013119783,0.330817209302326
"CREB3L4","CREB3L4",0.578482070408843,10,0.2279,0.602717962874225,0.330817209302326
"CTBP1","CTBP1",0.568225936183026,11,0.2287,0.614075737487784,0.330817209302326
"NRF1","NRF1",0.533186572490832,16,0.2399,0.628526729671861,0.345411574074074
"MITF","MITF",0.491868876047948,29,0.242,0.6852458180311,0.346665137614679
"NKX2-5","NKX2-5",0.580936672411945,9,0.243,0.565247807061175,0.346665137614679
"MCM2","MCM2",0.562329712660295,11,0.2474,0.57352510341666,0.351330593607306
"IRF4","IRF4",0.568975713419464,10,0.2503,0.563412393169247,0.352654298642534
"YY1","YY1",0.440212254230092,92,0.2506,0.684994075935402,0.352654298642534
"HDAC7","HDAC7",0.544760886421637,13,0.2519,0.572945426433078,0.352886936936937
"RBPJ","RBPJ",0.50085843011639,25,0.254,0.659703650676325,0.354233183856502
"CUX1","CUX1",0.588052602206377,8,0.2569,0.546883969104402,0.356678125
"GLI3","GLI3",0.460541164028629,53,0.2619,0.654334970966203,0.361280616740088
"RXRA","RXRA",0.445107688855779,73,0.2636,0.63515167825754,0.361280616740088
"HOXA10","HOXA10",0.531790004552786,15,0.2637,0.571347900344405,0.361280616740088
"CREB3L1","CREB3L1",0.558711938863851,10,0.2789,0.512366149809337,0.380429385964912
"CREB3","CREB3",0.55771216779804,10,0.2823,0.502758678983538,0.380438793103448
"SOX2","SOX2",0.495273762899659,24,0.2832,0.569652047293334,0.380438793103448
"ATF1","ATF1",0.43488469763024,92,0.2838,0.591208422098752,0.380438793103448
"SP100","SP100",0.551080954731966,11,0.2838,0.508041772577198,0.380438793103448
"GATA1","GATA1",0.455274340933397,52,0.2872,0.568404841001004,0.383344206008584
"PDX1","PDX1",0.57342805727268,8,0.2901,0.493923794711044,0.385560256410256
"RFXANK","RFXANK",0.540525052167565,12,0.2933,0.491886814568107,0.386509745762712
"RFXAP","RFXAP",0.540525052167565,12,0.2933,0.491886814568107,0.386509745762712
"STAT4","STAT4",0.471240920341455,34,0.3029,0.53434713535007,0.396590336134454
"ERG","ERG",0.461234108531455,42,0.3035,0.539610067314591,0.396590336134454
"PML","PML",0.492699588710791,22,0.3145,0.47448311809717,0.409244769874477
"MYBL2","MYBL2",0.566326019896331,8,0.317,0.458277487549466,0.410779166666667
"KLF6","KLF6",0.496630442255419,20,0.3188,0.463925143402782,0.411397510373444
"TFCP2","TFCP2",0.549627588370992,9,0.3345,0.429911010589993,0.429512757201646
"CREB3L3","CREB3L3",0.546652262649394,9,0.3356,0.416918061209674,0.429512757201646
"SP4","SP4",0.519661344560438,13,0.3383,0.395155777114511,0.431193852459016
"NOTCH3","NOTCH3",0.470814605452604,29,0.344,0.418214618121806,0.436669387755102
"SOX17","SOX17",0.530739762236853,10,0.3508,0.373330292285878,0.442954655870445
"SP2","SP2",0.544818815258584,9,0.3518,0.397537135644266,0.442954655870445
"TSG101","TSG101",0.52488497726182,11,0.3591,0.371546608986288,0.449638554216867
"ATF5","ATF5",0.550939130611773,8,0.36,0.389625171117519,0.449638554216867
"SOX9","SOX9",0.476156231868412,24,0.3623,0.362516825554097,0.4507012
"RFX1","RFX1",0.50230695301698,15,0.3654,0.351350459493017,0.452746613545817
"ATF6","ATF6",0.498575393852935,15,0.3743,0.333065667727112,0.46193373015873
"ERCC2","ERCC2",0.538812174031314,8,0.3836,0.345926379934246,0.471539920948617
"RBL2","RBL2",0.491721266531462,16,0.3877,0.294976266900175,0.474703543307087
"NFKBIA","NFKBIA",0.446625518736928,39,0.3913,0.274867372473381,0.477232549019608
"DDIT3","DDIT3",0.460181270364328,27,0.4008,0.266520761728067,0.486909375
"IRF5","IRF5",0.514030054338029,10,0.4103,0.290279734973735,0.496510894941634
"TFDP1","TFDP1",0.480716016446399,18,0.4142,0.244086212280293,0.499287596899225
"NANOG","NANOG",0.465651082340105,23,0.4179,0.232257800040746,0.501802702702703
"NFATC1","NFATC1",0.463258135176421,24,0.42,0.226705048638909,0.502384615384615
"STAT6","STAT6",0.427191795379581,61,0.4254,0.202521425414899,0.506894252873563
"IRF2","IRF2",0.524592894231597,8,0.4319,0.286717266159395,0.512675190839695
"ZFP36","ZFP36",0.50545762971697,10,0.4336,0.241691302314181,0.512736121673004
"SREBF2","SREBF2",0.466857935927551,20,0.4379,0.194068456316748,0.515488345864662
"NR0B1","NR0B1",0.50325783302137,10,0.4404,0.230062809233343,0.515488345864662
"GATA6","GATA6",0.509747977769615,9,0.4409,0.254288786484484,0.515488345864662
"TBX21","TBX21",0.474410098686566,15,0.4666,0.144819019342513,0.543492883895131
"NOTCH2","NOTCH2",0.447311420458145,26,0.4785,0.0837236428271916,0.553210037174721
"NOTCH4","NOTCH4",0.447311420458145,26,0.4785,0.0837236428271916,0.553210037174721
"ZBTB16","ZBTB16",0.504120238635159,8,0.4818,0.209684733219642,0.554962222222222
"USF1","USF1",0.403927136790329,130,0.4881,0.0363179399123975,0.560144280442804
"EIF2AK2","EIF2AK2",0.477533113411456,12,0.4907,0.115047960654221,0.561057720588235
"FOSL2","FOSL2",0.469052463584309,15,0.4931,0.0927753696627135,0.56173663003663
"OTX2","OTX2",0.476331219690016,12,0.4976,0.117368830831015,0.564794160583942
"NFYA","NFYA",0.444613313518054,23,0.5023,0.0162373575834574,0.568055636363636
"MBD2","MBD2",0.484678657104235,9,0.5179,0.140331524879207,0.583575724637681
"NPM1","NPM1",0.47007110849575,11,0.5374,0.0604403585043594,0.603362454873646
"E2F5","E2F5",0.483028564948711,8,0.5412,0.128832175407094,0.605279569892473
"CREM","CREM",0.435282700601194,25,0.543,-0.065199960706842,0.605279569892473
"NR1H3","NR1H3",0.473660885392421,8,0.5586,0.0959962260619587,0.616706382978723
"SMAD5","SMAD5",0.460795198334494,11,0.5592,0.022973354281608,0.616706382978723
"SMAD9","SMAD9",0.460795198334494,11,0.5592,0.022973354281608,0.616706382978723
"DNMT3A","DNMT3A",0.465481203763809,10,0.5626,0.0327356286933147,0.618263604240283
"APEX1","APEX1",0.475263777702996,8,0.5737,0.0863902111728216,0.628241901408451
"RELB","RELB",0.440268409639412,14,0.6001,-0.120272430372249,0.653426223776224
"NR5A1","NR5A1",0.432746134927481,18,0.6009,-0.160701029646796,0.653426223776224
"NR1H4","NR1H4",0.423719871684161,20,0.6161,-0.25352468676303,0.665626388888889
"GATA2","GATA2",0.426000071862338,19,0.6164,-0.216690803187252,0.665626388888889
"SPI1","SPI1",0.391301732325826,114,0.6387,-0.340955481389287,0.687320761245675
"MSC","MSC",0.434194409115799,11,0.6459,-0.129142652281678,0.692672068965517
"NFKBIB","NFKBIB",0.42005588803528,15,0.6552,-0.27780205638919,0.700230927835052
"HES1","HES1",0.430159587343247,9,0.6673,-0.116112870845111,0.710720205479452
"NR3C2","NR3C2",0.401664388112702,21,0.6948,-0.4338877756958,0.737483959044369
"RARG","RARG",0.389876655144628,43,0.6999,-0.520824157952096,0.740370408163265
"NR5A2","NR5A2",0.404536535508978,12,0.7197,-0.332766777250797,0.758734576271186
"TAL1","TAL1",0.389757045414937,11,0.7603,-0.385550912577463,0.798828716216216
"PITX2","PITX2",0.381716124291946,12,0.7835,-0.504871547323618,0.82043265993266
"FOXP3","FOXP3",0.37591313301819,12,0.7924,-0.493866020856996,0.826967785234899
"MECP2","MECP2",0.362817857097852,11,0.827,-0.533689110787745,0.860190635451505
"ESPL1","ESPL1",0.35337719770516,9,0.8395,-0.481449361308193,0.870281666666667
"PPARGC1A","PPARGC1A",0.34942413052793,11,0.843,-0.594104948673486,0.871006644518272
"PAX8","PAX8",0.349898900276511,15,0.8521,-0.805272354289823,0.877493708609272
"GATA4","GATA4",0.346697689912371,23,0.8667,-1.05051008717257,0.889583168316832
"ELF1","ELF1",0.326121738759646,9,0.8714,-0.563007815292044,0.891465131578947
"HOXA9","HOXA9",0.312174153720075,10,0.8945,-0.732034798789485,0.912096721311475
"NR2F1","NR2F1",0.297821877666586,9,0.9116,-0.729981560239614,0.926495424836601
"POU2F2","POU2F2",0.29459861161908,27,0.9568,-1.66540798563662,0.969266449511401
"POU1F1","POU1F1",0.18394580156877,11,0.9639,-1.46641425086478,0.973288636363636
"SATB1","SATB1",0.245239387871846,15,0.9762,-1.58922543594403,0.982518446601942
"IRF7","IRF7",0.266139710032346,27,0.9801,-1.96816474052009,0.983261612903226
"NEUROG3","NEUROG3",-0.623457096118574,10,0.9998,-5.43279972060427,0.9998
